PageID,Page Title,Page Title Encoded,Keywords
,John_McEnroe,John_McEnroe,"mcenroe, open, wimbledon, u, singles, tennis, final, doubles, wct, world"
,John_Millington_Synge,John_Millington_Synge,"synge, irish, theatre, abbey, islands, dublin, john, also, aran, play"
,John_Milton,John_Milton,"milton, paradise, john, lost, english, poet, work, epic, later, died"
,John_Pershing,John_Pershing,"pershing, general, army, united, states, war, military, american, john, world"
,"John_Seigenthaler,_Sr.",John_Seigenthaler%2C_Sr.,"seigenthaler, tennessean, john, kennedy, one, fbi, later, editor, nashville, reporter"
,John_Sentamu,John_Sentamu,"sentamu, archbishop, york, wikipedia, minster, john, june, england, bishop, see"
,John_Tyler,John_Tyler,"tyler, president, john, state, states, march, virginia, house, april, served"
,John_Vanbrugh,John_Vanbrugh,"vanbrugh, castle, blenheim, palace, howard, wife, london, baroque, sir, provoked"
,John_W._Campbell,John_W._Campbell,"campbell, science, fiction, astounding, stories, first, story, asimov, writers, issue"
,John_W._Johnston,John_W._Johnston,"johnston, virginia, john, senate, abingdon, party, would, bill, states, war"
,John_of_England,John_of_England,"john, king, richard, england, henry, robin, arthur, hood, eleanor, one"
,John_von_Neumann,John_von_Neumann,"neumann, von, john, theory, set, mathematics, first, one, quantum, also"
,Johnny_Appleseed,Johnny_Appleseed,"johnny, appleseed, chapman, ohio, apple, time, john, would, grave, nathaniel"
,Johnston_Atoll,Johnston_Atoll,"island, atoll, johnston, islands, u, coral, reef, military, united, states"
,Jomsvikings,Jomsvikings,"jomsvikings, battle, jomsviking, saga, king, jomsborg, uppsala, viking, order, forkbeard"
,Jonah_Lomu,Jonah_Lomu,"lomu, match, blacks, new, zealand, rugby, first, played, cup, scored"
,Jonathan_Wild,Jonathan_Wild,"wild, thieves, sheppard, jonathan, public, goods, crime, gang, one, stolen"
,Jordan,Jordan,"jordan, education, king, al, israel, war, united, jordanian, abdullah, population"
,Jordan_River,Jordan_River,"jordan, river, sea, water, israel, hebrew, enlarge, arabic, east, also"
,Jordanhill_railway_station,Jordanhill_railway_station,"station, jordanhill, glasgow, line, railway, transport, strathclyde, part, new, spt"
,Jorge_Luis_Borges,Jorge_Luis_Borges,"borges, argentine, work, literature, el, also, literary, english, spanish, world"
,Joseph_Haydn,Joseph_Haydn,"haydn, music, musical, work, later, time, often, one, also, important"
,Joseph_Stalin,Joseph_Stalin,"stalin, soviet, war, party, union, russian, lenin, also, one, joseph"
,Joseph_and_the_Amazing_Technicolor_Dreamcoat,Joseph_and_the_Amazing_Technicolor_Dreamcoat,"joseph, production, show, pharaoh, go, story, webber, coat, one, poor"
,Josephus,Josephus,"josephus, jewish, roman, war, flavius, rome, c, jews, works, jerusalem"
,Juan_Sebastián_Elcano,Juan_Sebasti%C3%A1n_Elcano,"elcano, de, juan, mariner, ocean, expedition, magellan, victoria, world, wikipedia"
,Judaism,Judaism,"jewish, judaism, jews, torah, religious, god, orthodox, temple, israel, one"
,Juice,Juice,"juice, fruit, juices, orange, wikipedia, drink, liquid, extract, concentrates, new"
,Julius_Caesar,Julius_Caesar,"caesar, bc, roman, rome, julius, one, war, pompey, sulla, first"
,Julius_and_Ethel_Rosenberg,Julius_and_Ethel_Rosenberg,"julius, rosenberg, ethel, soviet, rosenbergs, also, information, bomb, espionage, war"
,July_2006_Java_earthquake,July_2006_Java_earthquake,"tsunami, java, indonesia, earthquake, issued, warning, least, island, july, epicentre"
,Jump_rope,Jump_rope,"rope, jump, jumping, skipping, feet, world, also, many, exercise, children"
,Juniper_berry,Juniper_berry,"berries, juniper, juniperus, used, species, also, flavour, green, berry, spice"
,Jupiter,Jupiter,"jupiter, moons, km, planet, spot, red, earth, great, atmosphere, solar"
,Jupiter_(mythology),Jupiter_%28mythology%29,"jupiter, god, roman, also, worshipped, capitoline, name, latin, temple, stone"
,Jurassic,Jurassic,"jurassic, period, triassic, also, dinosaurs, marine, late, wikipedia, middle, mesozoic"
,Juvenile_delinquency,Juvenile_delinquency,"juvenile, crime, delinquency, prevention, theory, means, social, goals, state, justice"
,Jyllands-Posten_Muhammad_cartoons_controversy,Jyllands-Posten_Muhammad_cartoons_controversy,"danish, cartoons, jyllands, posten, muhammad, muslims, islam, denmark, muslim, one"
,Kīlauea,K%C4%ABlauea,"kīlauea, lava, mauna, volcano, eruption, caldera, km, pele, hawaiian, crater"
,Kaffir_lime,Kaffir_lime,"lime, kaffir, used, citrus, leaves, wikipedia, also, indonesian, see, x"
,Kakapo,Kakapo,"kakapo, island, birds, males, females, years, one, breeding, three, chicks"
,Kakariki,Kakariki,"parakeet, crowned, red, cyanoramphus, species, c, novaezelandiae, new, island, wikipedia"
,Kangaroo,Kangaroo,"kangaroo, kangaroos, joey, macropus, large, grey, species, australia, australian, pouch"
,"Kansas_City,_Missouri",Kansas_City%2C_Missouri,"city, kansas, missouri, area, downtown, river, district, school, state, states"
,Karachi,Karachi,"karachi, city, pakistan, also, town, population, government, port, beach, enlarge"
,Kargil_War,Kargil_War,"pakistan, indian, kargil, war, india, pakistani, conflict, army, nuclear, also"
,Karikkoselkä,Karikkoselk%C3%A4,"karikkoselkä, lake, impact, wikipedia, crater, finland, region, deep, landsat, image"
,Karl_Benz,Karl_Benz,"benz, karl, automobile, first, company, engine, automobiles, cie, model, engines"
,Karl_Marx,Karl_Marx,"marx, production, marxism, class, engels, history, marxist, people, social, political"
,Karl_Popper,Karl_Popper,"popper, scientific, philosophy, theory, science, knowledge, theories, world, society, also"
,Kashmir_region,Kashmir_region,"kashmir, pakistan, population, india, jammu, muslim, valley, region, indian, state"
,Katana,Katana,"blade, katana, swords, sword, japanese, made, edge, blades, steel, used"
,Katyn_massacre,Katyn_massacre,"polish, katyn, soviet, massacre, war, nkvd, german, mass, officers, prisoners"
,Kazakhstan,Kazakhstan,"kazakhstan, soviet, kazakh, president, education, republic, russian, government, nazarbayev, gdp"
,Keira_Knightley,Keira_Knightley,"knightley, film, pirates, caribbean, actress, best, life, role, pride, prejudice"
,Kenya,Kenya,"flag, kenya, africa, government, african, republic, east, british, economic, guinea"
,Kerala,Kerala,"kerala, p, india, government, b, state, among, enlarge, indian, keralite"
,Kestrel,Kestrel,"kestrel, found, africa, wikipedia, male, common, see, kestrels, species, name"
,Keurusselkä,Keurusselk%C3%A4,"impact, keurusselkä, area, lake, crater, structure, shatter, cones, km, found"
,Kevin_Spacey,Kevin_Spacey,"spacey, actor, film, academy, american, usual, suspects, best, beauty, award"
,Khan_Wali_Khan,Khan_Wali_Khan,"khan, wali, pakistan, party, bhutto, national, awami, government, military, ayub"
,Khartoum,Khartoum,"khartoum, sudan, city, airport, development, al, university, nile, main, business"
,Khazars,Khazars,"khazar, khazars, arab, jews, early, jewish, rus, khagan, judaism, century"
,Khudai_Khidmatgar,Khudai_Khidmatgar,"khan, khudai, movement, khidmatgar, british, god, ghaffar, shall, non, serve"
,Kidnapped_(novel),Kidnapped_%28novel%29,"david, alan, novel, kidnapped, hoseason, james, uncle, ebenezer, house, stevenson"
,Kiev,Kiev,"kiev, city, ukrainian, ukraine, also, dnieper, river, one, st, kyiv"
,Kigali,Kigali,"kigali, city, rwanda, also, hotel, services, express, taxi, capital, centre"
,Kigo,Kigo,"kigo, haiku, spring, japanese, autumn, summer, season, winter, year, also"
,King_Arthur,King_Arthur,"arthur, king, century, welsh, britain, name, arthurian, battle, roman, could"
,King_Kong_(1933_film),King_Kong_%281933_film%29,"kong, film, king, ann, denham, scene, cooper, jack, time, new"
,King_Kong_(2005_film),King_Kong_%282005_film%29,"kong, film, ann, denham, jackson, jack, king, million, crew, peter"
,Kingman_Reef,Kingman_Reef,"reef, kingman, enlarge, north, wikipedia, united, states, may, pan, part"
,Kipchaks_in_Georgia,Kipchaks_in_Georgia,"georgia, kipchak, georgian, kipchaks, david, iv, copyright, georgians, kingdom, otrak"
,Kiribati,Kiribati,"kiribati, islands, island, tarawa, line, gilbert, gdp, country, gilberts, te"
,Kite_(bird),Kite_%28bird%29,"kite, milvus, black, elanus, wikipedia, tailed, harpagus, ictinia, rostrhamus, haliastur"
,Kitsch,Kitsch,"kitsch, art, academic, considered, aesthetic, also, work, life, one, many"
,Klinefelter's_syndrome,Klinefelter%27s_syndrome,"xxy, males, symptoms, condition, klinefelter, chromosome, men, may, boys, help"
,Knights_of_Columbus,Knights_of_Columbus,"knights, order, columbus, supreme, council, knight, catholic, degree, councils, members"
,Kochi_(India),Kochi_%28India%29,"kochi, city, cochin, india, kerala, also, state, indian, one, enlarge"
,Kofi_Annan,Kofi_Annan,"annan, general, united, secretary, university, nations, doctor, un, kofi, honoris"
,Kohlberg's_stages_of_moral_development,Kohlberg%27s_stages_of_moral_development,"moral, stage, kohlberg, reasoning, stages, conventional, theory, one, heinz, development"
,Kolkata,Kolkata,"kolkata, city, india, indian, bengal, area, also, calcutta, government, one"
,Konrad_Lorenz,Konrad_Lorenz,"lorenz, behaviour, nazi, human, animal, ideas, konrad, became, us, vienna"
,Kookaburra,Kookaburra,"kookaburra, dacelo, australia, species, wikipedia, new, guinea, ahh, call, known"
,Korea,Korea,"korea, korean, chinese, dynasty, south, japan, china, century, literature, peninsula"
,Koryaksky,Koryaksky,"volcano, koryaksky, eruption, eruptions, wikipedia, kamchatka, plate, activity, lies, decade"
,Kosovo,Kosovo,"kosovo, serbian, albanian, serbs, serbia, albanians, prizren, ethnic, status, population"
,Krag-Jørgensen,Krag-J%C3%B8rgensen,"rifle, krag, mm, jørgensen, carbine, rifles, kg, magazine, norwegian, norway"
,Krakatoa,Krakatoa,"eruption, krakatoa, island, volcano, km, krakatau, explosions, away, eruptions, also"
,Krazy_Kat,Krazy_Kat,"krazy, kat, ignatz, strip, herriman, strips, isbn, comic, mouse, brick"
,Krill,Krill,"krill, species, e, euphausia, antarctic, animals, one, also, feed, superba"
,Krypton,Krypton,"krypton, k, kr, mol, gas, stable, atomic, noble, c, kj"
,Ku_Klux_Klan,Ku_Klux_Klan,"klan, ku, klux, white, members, black, also, political, organization, many"
,Kuala_Lumpur,Kuala_Lumpur,"lumpur, kuala, city, malaysia, centre, malaysian, located, national, kl, towers"
,Kubla_Khan,Kubla_Khan,"poem, khan, kubla, kublai, xanadu, coleridge, wikipedia, vision, also, dream"
,Kuiper_belt,Kuiper_belt,"objects, belt, kuiper, neptune, distribution, solar, system, scattered, known, orbit"
,Kurt_Cobain,Kurt_Cobain,"cobain, nirvana, love, band, also, kurt, grant, song, life, found"
,Kuru_(disease),Kuru_%28disease%29,"kuru, disease, prion, gajdusek, fore, diseases, known, among, infectious, prusiner"
,Kuwait,Kuwait,"kuwait, oil, al, country, company, kuwaiti, gulf, city, persian, iraqi"
,Kuwait_City,Kuwait_City,"kuwait, al, city, opening, hotel, kuwaiti, wikipedia, tallest, structure, world"
,Kylie_Minogue,Kylie_Minogue,"minogue, kylie, album, music, australia, tour, pop, one, career, dance"
,Kyoto_Protocol,Kyoto_Protocol,"kyoto, protocol, emissions, countries, carbon, climate, government, greenhouse, annex, united"
,Kyrgyzstan,Kyrgyzstan,"kyrgyz, kyrgyzstan, republic, soviet, government, president, union, also, population, bishkek"
,L._S._Lowry,L._S._Lowry,"lowry, artist, salford, mother, manchester, man, life, painting, friends, l"
,LANSA_Cuzco_Crash,LANSA_Cuzco_Crash,"cuzco, lansa, crash, crew, engine, lima, wikipedia, august, peru, passengers"
,La_Grande_Armée,La_Grande_Arm%C3%A9e,"napoleon, guard, armée, french, infantry, grenadiers, cavalry, would, grande, battle"
,La_Paz,La_Paz,"la, paz, city, de, capital, wikipedia, enlarge, name, peace, central"
,Labor_Day_Hurricane_of_1935,Labor_Day_Hurricane_of_1935,"hurricane, florida, hpa, storm, keys, mbar, day, labor, pressure, train"
,Ladysmith_Black_Mambazo,Ladysmith_Black_Mambazo,"group, mambazo, black, shabalala, ladysmith, album, award, south, best, music"
,Lagos,Lagos,"lagos, nigeria, state, city, island, also, university, many, oba, centre"
,Laika,Laika,"laika, space, dog, sputnik, soviet, russian, mission, launch, dogs, three"
,Lake_Albert,Lake_Albert,"lake, albert, uganda, nile, wikipedia, congo, victoria, km, shore, lakes"
,Lake_Baikal,Lake_Baikal,"lake, baikal, russia, surface, water, shore, world, would, area, kilometers"
,Lake_Burley_Griffin,Lake_Burley_Griffin,"lake, water, griffin, burley, basin, dam, national, metres, commonwealth, avenue"
,Lake_Chad,Lake_Chad,"lake, chad, water, area, largest, changes, bc, wikipedia, depth, sources"
,Lake_District,Lake_District,"lake, district, water, ft, lakes, fells, area, england, west, windermere"
,Lake_Edward,Lake_Edward,"lake, edward, uganda, wikipedia, area, km, national, park, enlarge, species"
,Lake_Kariba,Lake_Kariba,"lake, kariba, kilometers, wikipedia, zimbabwe, zambia, depth, river, mi, area"
,Lake_Kivu,Lake_Kivu,"lake, kivu, rwanda, water, congo, methane, gas, wikipedia, border, democratic"
,Lake_Malawi,Lake_Malawi,"lake, malawi, islands, likoma, mozambique, area, chizumulu, tanzania, water, large"
,Lake_Mead,Lake_Mead,"lake, mead, water, dam, recreation, area, wikipedia, mi, km, nevada"
,Lake_Powell,Lake_Powell,"canyon, lake, glen, dam, powell, river, water, national, years, area"
,Lake_Superior,Lake_Superior,"lake, superior, river, water, surface, great, michigan, largest, lakes, km"
,Lake_Tahoe,Lake_Tahoe,"lake, tahoe, basin, ski, area, california, nevada, peak, shore, water"
,Lake_Tanganyika,Lake_Tanganyika,"lake, tanganyika, species, river, fish, tanzania, depth, cichlid, largest, wikipedia"
,Lake_Titicaca,Lake_Titicaca,"lake, titicaca, islands, peru, bolivia, amantaní, island, wikipedia, depth, puno"
,Lake_Toba,Lake_Toba,"toba, lake, eruption, sumatra, km, around, caldera, volcanic, ash, occurred"
,Lake_Turkana,Lake_Turkana,"lake, turkana, area, wikipedia, sea, kenya, water, rudolf, shore, many"
,Lake_Victoria,Lake_Victoria,"lake, victoria, nile, uganda, water, perch, tanzania, kenya, area, one"
,Lake_Vostok,Lake_Vostok,"lake, vostok, water, ice, surface, high, oxygen, lakes, found, feet"
,Lance_Armstrong,Lance_Armstrong,"armstrong, tour, de, france, stage, team, time, overall, wins, cycling"
,Lancia_Flaminia,Lancia_Flaminia,"lancia, flaminia, coupé, door, built, pininfarina, also, l, hp, kw"
,Land_(economics),Land_%28economics%29,"land, mineral, economics, wikipedia, e, deposits, rent, locations, natural, economic"
,Landform,Landform,"landforms, landform, valley, coastal, oceanic, island, wikipedia, elements, erosion, mountain"
,Landscape,Landscape,"landscape, landscapes, human, environment, land, century, natural, development, wikipedia, elements"
,Language,Language,"languages, language, human, classification, symbols, grammar, also, one, communication, used"
